,pickup_index,pickup_name,pickup_district,pickup_latitude,pickup_longitude,index_dropoff,name_dropoff,district_dropoff,latitude_dropoff,longitude_dropoff,Frequency,route
275,30,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,64,"Plankstetten, Biberbacher Straße",Biberbach,49.068532,11.455142,12,"[[11.470658, 49.036342], [11.471199, 49.036536], [11.471009, 49.037566], [11.473948, 49.039555], [11.474158, 49.039815], [11.473063, 49.039974], [11.472284, 49.040599], [11.472152, 49.043063], [11.469687, 49.046548], [11.468645, 49.049895], [11.466846, 49.053004], [11.466425, 49.056119], [11.463654, 49.060271], [11.461621, 49.062215], [11.461405, 49.063828], [11.462039, 49.067724], [11.460243, 49.067982], [11.459519, 49.070672], [11.457349, 49.070674], [11.456213, 49.070194], [11.454703, 49.070231], [11.455177, 49.068526]]"
91,8,"Haunstetten, Gewerbegebiet",Haunstetten,49.017505,11.404733,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,12,"[[11.404731, 49.017493], [11.402261, 49.017481], [11.401182, 49.014682], [11.399523, 49.013277], [11.396348, 49.012269], [11.391444, 49.009409], [11.38049, 49.00625], [11.379312, 49.004616], [11.379495, 49.003846], [11.380579, 49.002778], [11.38001, 49.00218], [11.378428, 49.002259], [11.375688, 49.003085], [11.373667, 49.004153], [11.374054, 49.003566], [11.377429, 49.001743], [11.379557, 49.000973], [11.379612, 49.000836], [11.376862, 48.998069], [11.37672, 48.997565], [11.375167, 48.997237], [11.374025, 48.995708], [11.374953, 48.993762], [11.376023, 48.99308], [11.376132, 48.992827], [11.377329, 48.992203]]"
223,26,"Beilngries, Kanalsiedlung",Beilngries,49.044913,11.469383,44,"Aschbuch, Altenzeller Weg",Aschbuch,48.98216,11.494917,12,"[[11.469342, 49.044898], [11.469993, 49.043981], [11.471305, 49.044256], [11.472284, 49.040599], [11.473793, 49.039756], [11.477314, 49.038517], [11.477608, 49.034099], [11.47485, 49.033217], [11.478207, 49.029462], [11.476462, 49.025306], [11.475957, 49.022221], [11.479301, 49.019646], [11.486974, 49.017081], [11.504953, 49.014217], [11.507682, 49.011869], [11.507438, 49.010287], [11.506055, 49.00896], [11.500295, 49.00709], [11.498218, 49.005786], [11.495282, 49.000455], [11.491355, 48.996873], [11.489244, 48.989889], [11.484372, 48.98354], [11.491739, 48.981461], [11.494914, 48.982169]]"
375,45,"Aschbuch, Lindenstraße",Aschbuch,48.978988,11.491803,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,12,"[[11.491797, 48.979018], [11.491739, 48.981461], [11.484372, 48.98354], [11.479846, 48.9785], [11.478821, 48.974646], [11.470477, 48.958312], [11.469181, 48.947303], [11.469659, 48.941566], [11.468424, 48.936195], [11.464874, 48.932857], [11.463019, 48.931338], [11.463799, 48.930682], [11.463281, 48.930198], [11.449499, 48.940726], [11.432566, 48.950506], [11.429383, 48.953187], [11.425375, 48.958402], [11.417308, 48.965724], [11.402211, 48.975894], [11.396079, 48.979136], [11.380657, 48.993881], [11.374881, 48.997008], [11.366647, 48.999489], [11.365868, 49.000295], [11.369237, 48.999793], [11.370727, 48.998943], [11.374726, 48.997799], [11.376743, 48.997834], [11.375167, 48.997237], [11.374025, 48.995708], [11.376023, 48.99308], [11.376132, 48.992827], [11.377329, 48.992203]]"
295,31,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885,67,Kaldorf,Wiesenhofen,49.048472,11.431715,12,"[[11.467904, 49.035209], [11.470053, 49.036116], [11.470256, 49.036085], [11.470306, 49.036229], [11.46929, 49.036665], [11.466235, 49.037163], [11.465442, 49.037579], [11.464236, 49.040209], [11.464087, 49.041232], [11.463268, 49.042487], [11.462349, 49.043082], [11.460228, 49.043562], [11.459785, 49.043974], [11.459849, 49.044331], [11.458732, 49.044647], [11.458154, 49.044368], [11.45808, 49.043938], [11.458392, 49.04363], [11.461375, 49.042272], [11.461932, 49.041855], [11.462153, 49.04115], [11.461917, 49.039401], [11.461252, 49.038947], [11.458129, 49.038092], [11.456319, 49.037829], [11.455265, 49.037867], [11.4531, 49.038341], [11.452082, 49.039073], [11.450878, 49.039404], [11.448244, 49.040769], [11.444991, 49.043504], [11.44252, 49.044935], [11.440857, 49.046943], [11.439267, 49.048457], [11.438483, 49.048961], [11.437325, 49.049347], [11.436493, 49.049391], [11.431719, 49.048462]]"
101,8,"Haunstetten, Gewerbegebiet",Haunstetten,49.017505,11.404733,67,Kaldorf,Wiesenhofen,49.048472,11.431715,11,"[[11.404731, 49.017493], [11.407936, 49.017358], [11.407308, 49.022413], [11.409322, 49.026745], [11.411925, 49.030345], [11.413155, 49.03558], [11.414364, 49.037316], [11.414289, 49.038273], [11.413129, 49.039832], [11.413111, 49.042139], [11.411855, 49.043943], [11.41199, 49.044914], [11.415173, 49.045379], [11.420133, 49.047108], [11.431719, 49.048462]]"
261,30,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,15,"Hirschberg, Dorfkapelle",Hirschberg,49.03815,11.451488,11,"[[11.470658, 49.036342], [11.470306, 49.036229], [11.470083, 49.03625], [11.46929, 49.036665], [11.467596, 49.037007], [11.466235, 49.037163], [11.465685, 49.037388], [11.46529, 49.037761], [11.464373, 49.039855], [11.464143, 49.040527], [11.464087, 49.041232], [11.463268, 49.042487], [11.462947, 49.042775], [11.462349, 49.043082], [11.461686, 49.043266], [11.460617, 49.043416], [11.460228, 49.043562], [11.459785, 49.043974], [11.459849, 49.044331], [11.459041, 49.044642], [11.458732, 49.044647], [11.45842, 49.044559], [11.458154, 49.044368], [11.45808, 49.043938], [11.458392, 49.04363], [11.459259, 49.043176], [11.461583, 49.042164], [11.462032, 49.041734], [11.462152, 49.041431], [11.462048, 49.039742], [11.461917, 49.039401], [11.461669, 49.039155], [11.46068, 49.038769], [11.458129, 49.038092], [11.457236, 49.037927], [11.455881, 49.037829], [11.454799, 49.037942], [11.4531, 49.038341], [11.452082, 49.039073], [11.451088, 49.039324], [11.451427, 49.038646], [11.451423, 49.038137]]"
164,19,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,38,"Paulushofen, Dorfstraße",Paulushofen,49.010337,11.502283,11,"[[11.471965, 49.033825], [11.47312, 49.032777], [11.47485, 49.033217], [11.478207, 49.029462], [11.476462, 49.025306], [11.476085, 49.025196], [11.475698, 49.023419], [11.475957, 49.022221], [11.477433, 49.020667], [11.480138, 49.019306], [11.486974, 49.017081], [11.500842, 49.014625], [11.504196, 49.014404], [11.50605, 49.013747], [11.507452, 49.012435], [11.50774, 49.011367], [11.507309, 49.010064], [11.506055, 49.00896], [11.504525, 49.009376], [11.503847, 49.010281], [11.502364, 49.01037], [11.502278, 49.010344]]"
138,15,"Hirschberg, Dorfkapelle",Hirschberg,49.03815,11.451488,29,"Beilngries, Rathaus",Beilngries,49.035103,11.474083,11,"[[11.451423, 49.038137], [11.451427, 49.038646], [11.452396, 49.038872], [11.453412, 49.038245], [11.455265, 49.037867], [11.456319, 49.037829], [11.458129, 49.038092], [11.461252, 49.038947], [11.461772, 49.03923], [11.462048, 49.039742], [11.462032, 49.041734], [11.461583, 49.042164], [11.459259, 49.043176], [11.45808, 49.043938], [11.458154, 49.044368], [11.458732, 49.044647], [11.459849, 49.044331], [11.459785, 49.043974], [11.460228, 49.043562], [11.462349, 49.043082], [11.463268, 49.042487], [11.464087, 49.041232], [11.464236, 49.040209], [11.465442, 49.037579], [11.466235, 49.037163], [11.46891, 49.03676], [11.470083, 49.03625], [11.470214, 49.036074], [11.471199, 49.036536], [11.47403, 49.035076]]"
404,50,"Wolfsbuch, Fuchsengasse",Wolfsbuch,48.976827,11.559612,38,"Paulushofen, Dorfstraße",Paulushofen,49.010337,11.502283,11,"[[11.55965, 48.976829], [11.559554, 48.977231], [11.555682, 48.976464], [11.545107, 48.977053], [11.540313, 48.976512], [11.539901, 48.979983], [11.539315, 48.981118], [11.538156, 48.982009], [11.535204, 48.982964], [11.534163, 48.983714], [11.531323, 48.988531], [11.530655, 48.990322], [11.530826, 48.993674], [11.529246, 48.99993], [11.527868, 49.000628], [11.523916, 49.001211], [11.518228, 49.003039], [11.513301, 49.005133], [11.506318, 49.00916], [11.506055, 49.00896], [11.504525, 49.009376], [11.503847, 49.010281], [11.502364, 49.01037], [11.502278, 49.010344]]"
140,15,"Hirschberg, Dorfkapelle",Hirschberg,49.03815,11.451488,31,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885,11,"[[11.451423, 49.038137], [11.451427, 49.038646], [11.452396, 49.038872], [11.453412, 49.038245], [11.455265, 49.037867], [11.456319, 49.037829], [11.458129, 49.038092], [11.461252, 49.038947], [11.461772, 49.03923], [11.462048, 49.039742], [11.462032, 49.041734], [11.461583, 49.042164], [11.459259, 49.043176], [11.45808, 49.043938], [11.458154, 49.044368], [11.458732, 49.044647], [11.459849, 49.044331], [11.459785, 49.043974], [11.460228, 49.043562], [11.462349, 49.043082], [11.463268, 49.042487], [11.464087, 49.041232], [11.464236, 49.040209], [11.465442, 49.037579], [11.466235, 49.037163], [11.46891, 49.03676], [11.470083, 49.03625], [11.470053, 49.036116], [11.467904, 49.035209]]"
187,21,"Beilngries, Deutscher Hof",Beilngries,49.033525,11.475793,15,"Hirschberg, Dorfkapelle",Hirschberg,49.03815,11.451488,11,"[[11.475736, 49.033524], [11.473594, 49.032798], [11.472957, 49.032831], [11.471171, 49.034671], [11.470256, 49.036085], [11.470271, 49.036253], [11.46929, 49.036665], [11.466235, 49.037163], [11.465442, 49.037579], [11.464236, 49.040209], [11.464087, 49.041232], [11.463268, 49.042487], [11.462349, 49.043082], [11.460228, 49.043562], [11.459785, 49.043974], [11.459849, 49.044331], [11.458732, 49.044647], [11.458154, 49.044368], [11.45808, 49.043938], [11.459259, 49.043176], [11.461583, 49.042164], [11.462032, 49.041734], [11.462048, 49.039742], [11.461669, 49.039155], [11.458129, 49.038092], [11.455881, 49.037829], [11.4531, 49.038341], [11.452082, 49.039073], [11.451088, 49.039324], [11.451427, 49.038646], [11.451423, 49.038137]]"
432,64,"Plankstetten, Biberbacher Straße",Biberbach,49.068532,11.455142,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,10,"[[11.455177, 49.068526], [11.454703, 49.070231], [11.459519, 49.070672], [11.460243, 49.067982], [11.462039, 49.067724], [11.461621, 49.062215], [11.466425, 49.056119], [11.473793, 49.039756], [11.471199, 49.036536], [11.470306, 49.036229], [11.454801, 49.030169], [11.450814, 49.027247], [11.447935, 49.020698], [11.448829, 49.010366], [11.446993, 49.004932], [11.442703, 49.000286], [11.437049, 48.996991], [11.430861, 48.995461], [11.421884, 48.9956], [11.395785, 49.002886], [11.387725, 48.999773], [11.377161, 48.998039], [11.374025, 48.995708], [11.376023, 48.99308], [11.376132, 48.992827], [11.377329, 48.992203]]"
316,36,"Paulushofen, Am Haar",Paulushofen,49.013625,11.502735,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,10,"[[11.502739, 49.013631], [11.502981, 49.013562], [11.506398, 49.013526], [11.504196, 49.014404], [11.486974, 49.017081], [11.480138, 49.019306], [11.476244, 49.021774], [11.476275, 49.024939], [11.468496, 49.024273], [11.460416, 49.028834], [11.454831, 49.029911], [11.453078, 49.029382], [11.451017, 49.02752], [11.447935, 49.020698], [11.448829, 49.010366], [11.446993, 49.004932], [11.442703, 49.000286], [11.437049, 48.996991], [11.430861, 48.995461], [11.421884, 48.9956], [11.395785, 49.002886], [11.393164, 49.002397], [11.387725, 48.999773], [11.381634, 48.999352], [11.377161, 48.998039], [11.375167, 48.997237], [11.374025, 48.995708], [11.376023, 48.99308], [11.376132, 48.992827], [11.377329, 48.992203]]"
5,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,8,"Haunstetten, Gewerbegebiet",Haunstetten,49.017505,11.404733,10,"[[11.377329, 48.992203], [11.375053, 48.99364], [11.374025, 48.995708], [11.374169, 48.996293], [11.37533, 48.997349], [11.376993, 48.997743], [11.377093, 48.99827], [11.379612, 49.000836], [11.379557, 49.000973], [11.379318, 49.001031], [11.374054, 49.003566], [11.373667, 49.004153], [11.375688, 49.003085], [11.378428, 49.002259], [11.38001, 49.00218], [11.380579, 49.002778], [11.379495, 49.003846], [11.379312, 49.004616], [11.38049, 49.00625], [11.391444, 49.009409], [11.396348, 49.012269], [11.399523, 49.013277], [11.401182, 49.014682], [11.402261, 49.017481], [11.404731, 49.017493]]"
3,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,6,"Haunstetten, Kirche",Haunstetten,49.015158,11.408473,10,"[[11.377329, 48.992203], [11.375053, 48.99364], [11.374025, 48.995708], [11.374169, 48.996293], [11.37533, 48.997349], [11.376993, 48.997743], [11.377093, 48.99827], [11.379612, 49.000836], [11.379557, 49.000973], [11.379318, 49.001031], [11.374054, 49.003566], [11.373667, 49.004153], [11.375688, 49.003085], [11.378428, 49.002259], [11.38001, 49.00218], [11.380579, 49.002778], [11.379495, 49.003846], [11.379312, 49.004616], [11.38049, 49.00625], [11.390999, 49.009213], [11.396348, 49.012269], [11.399196, 49.013066], [11.401245, 49.014794], [11.407291, 49.015481], [11.407661, 49.015116], [11.408465, 49.015188]]"
175,20,"Beilngries, ZOB",Beilngries,49.032173,11.476295,8,"Haunstetten, Gewerbegebiet",Haunstetten,49.017505,11.404733,10,"[[11.4763, 49.032175], [11.476229, 49.032257], [11.475711, 49.032039], [11.47485, 49.033217], [11.472957, 49.032831], [11.470256, 49.036085], [11.46929, 49.036665], [11.466235, 49.037163], [11.465442, 49.037579], [11.463268, 49.042487], [11.462349, 49.043082], [11.460228, 49.043562], [11.459849, 49.044331], [11.458732, 49.044647], [11.458154, 49.044368], [11.45808, 49.043938], [11.462032, 49.041734], [11.462048, 49.039742], [11.461544, 49.039084], [11.457691, 49.037992], [11.455881, 49.037829], [11.4531, 49.038341], [11.452082, 49.039073], [11.450878, 49.039404], [11.449744, 49.038734], [11.449501, 49.038148], [11.449635, 49.037269], [11.450938, 49.035783], [11.450608, 49.034011], [11.444659, 49.028605], [11.438293, 49.026877], [11.431763, 49.02403], [11.425127, 49.022256], [11.417281, 49.018428], [11.415922, 49.017143], [11.4126, 49.016415], [11.410803, 49.01551], [11.409252, 49.01532], [11.409188, 49.015886], [11.407936, 49.017358], [11.404731, 49.017493]]"
25,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,36,"Paulushofen, Am Haar",Paulushofen,49.013625,11.502735,9,"[[11.377329, 48.992203], [11.375053, 48.99364], [11.374025, 48.995708], [11.37533, 48.997349], [11.376993, 48.997743], [11.381124, 48.999265], [11.388853, 49.000183], [11.393164, 49.002397], [11.39631, 49.002865], [11.421884, 48.9956], [11.430861, 48.995461], [11.437794, 48.99731], [11.444376, 49.001669], [11.447371, 49.005663], [11.448829, 49.010366], [11.447935, 49.020698], [11.450814, 49.027247], [11.454409, 49.02998], [11.460416, 49.028834], [11.468496, 49.024273], [11.476065, 49.025138], [11.476244, 49.021774], [11.480138, 49.019306], [11.486974, 49.017081], [11.504196, 49.014404], [11.506398, 49.013526], [11.502981, 49.013562], [11.502739, 49.013631]]"
10,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,17,"Beilngries, Hirschberger straße",Beilngries,49.040293,11.464213,9,"[[11.377329, 48.992203], [11.375053, 48.99364], [11.374025, 48.995708], [11.37533, 48.997349], [11.376993, 48.997743], [11.381124, 48.999265], [11.388853, 49.000183], [11.393164, 49.002397], [11.39631, 49.002865], [11.421884, 48.9956], [11.430861, 48.995461], [11.437794, 48.99731], [11.444376, 49.001669], [11.447371, 49.005663], [11.448829, 49.010366], [11.447935, 49.020698], [11.450814, 49.027247], [11.454409, 49.02998], [11.457999, 49.031947], [11.46274, 49.032955], [11.470053, 49.036116], [11.465685, 49.037388], [11.464211, 49.040293]]"
340,38,"Paulushofen, Dorfstraße",Paulushofen,49.010337,11.502283,50,"Wolfsbuch, Fuchsengasse",Wolfsbuch,48.976827,11.559612,9,"[[11.502278, 49.010344], [11.502364, 49.01037], [11.503847, 49.010281], [11.504525, 49.009376], [11.506055, 49.00896], [11.506318, 49.00916], [11.513301, 49.005133], [11.518228, 49.003039], [11.523916, 49.001211], [11.527868, 49.000628], [11.529246, 48.99993], [11.530826, 48.993674], [11.530655, 48.990322], [11.531323, 48.988531], [11.534163, 48.983714], [11.535204, 48.982964], [11.538156, 48.982009], [11.539315, 48.981118], [11.539901, 48.979983], [11.540313, 48.976512], [11.545107, 48.977053], [11.555682, 48.976464], [11.559554, 48.977231], [11.55965, 48.976829]]"
390,48,Arnbuch,Arnbuch,48.975027,11.534193,21,"Beilngries, Deutscher Hof",Beilngries,49.033525,11.475793,9,"[[11.534204, 48.975021], [11.534784, 48.97558], [11.537723, 48.97565], [11.540313, 48.976512], [11.539315, 48.981118], [11.534163, 48.983714], [11.531323, 48.988531], [11.529246, 48.99993], [11.518228, 49.003039], [11.506318, 49.00916], [11.507729, 49.011582], [11.50605, 49.013747], [11.486974, 49.017081], [11.480138, 49.019306], [11.476244, 49.021774], [11.476275, 49.024939], [11.478241, 49.029281], [11.47485, 49.033217], [11.475736, 49.033524]]"
346,40,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,9,"[[11.4611, 48.994183], [11.460289, 48.994168], [11.459712, 48.993303], [11.45756, 48.993175], [11.451072, 48.991699], [11.4499, 48.990979], [11.445011, 48.985055], [11.445218, 48.984128], [11.446375, 48.982685], [11.446125, 48.982362], [11.435377, 48.976148], [11.43294, 48.976124], [11.430335, 48.975397], [11.425107, 48.973714], [11.423824, 48.973056], [11.423779, 48.9727], [11.42234, 48.973973], [11.420185, 48.972554], [11.418998, 48.972302], [11.418266, 48.971339], [11.418201, 48.970506], [11.41674, 48.968854], [11.415768, 48.968633], [11.413966, 48.968975], [11.411943, 48.9681], [11.409766, 48.968039], [11.405003, 48.969574], [11.399575, 48.969993], [11.397931, 48.970527], [11.397253, 48.971615], [11.396072, 48.971592], [11.394589, 48.975181], [11.391014, 48.980356], [11.388012, 48.983067], [11.386679, 48.986635], [11.385044, 48.988296], [11.384498, 48.989397], [11.38537, 48.995626], [11.386303, 48.996703], [11.389134, 48.998445], [11.389624, 48.99955], [11.389477, 49.000487], [11.386826, 48.999576], [11.381124, 48.999265], [11.377161, 48.998039], [11.376742, 48.997991], [11.37672, 48.997565], [11.375167, 48.997237], [11.374025, 48.995708], [11.374953, 48.993762], [11.376023, 48.99308], [11.376132, 48.992827], [11.377329, 48.992203]]"
13,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,21,"Beilngries, Deutscher Hof",Beilngries,49.033525,11.475793,9,"[[11.377329, 48.992203], [11.375053, 48.99364], [11.374025, 48.995708], [11.37533, 48.997349], [11.376993, 48.997743], [11.381124, 48.999265], [11.388853, 49.000183], [11.393164, 49.002397], [11.39631, 49.002865], [11.421884, 48.9956], [11.430861, 48.995461], [11.437794, 48.99731], [11.444376, 49.001669], [11.447371, 49.005663], [11.448829, 49.010366], [11.447935, 49.020698], [11.450814, 49.027247], [11.454409, 49.02998], [11.460416, 49.028834], [11.468496, 49.024273], [11.476065, 49.025138], [11.476639, 49.025063], [11.478241, 49.029281], [11.47485, 49.033217], [11.475736, 49.033524]]"
